Date,Close,High,Low,Open,Volume
,BAC,BAC,BAC,BAC,BAC
2000-01-03,12.356375694274902,12.818743300899381,12.244769720262095,12.818743300899381,13705800
2000-01-04,11.622957229614258,12.228817825945319,11.46352023057977,12.180986726234972,27293400
2000-01-05,11.750515937805176,11.846178211382966,11.351923131231052,11.495416541597736,22855600
2000-01-06,12.754963874816895,12.754963874816895,11.925891222953796,11.973722337484359,17307000
2000-01-07,12.420145988464355,12.659301559487417,12.244765236380776,12.659301559487417,11632800
2000-01-10,11.989666938781738,12.483921825885773,11.909948408603668,12.483921825885773,11152800
2000-01-11,11.73456859588623,11.973724205856739,11.62296264456666,11.62296264456666,11064400
2000-01-12,11.862126350402832,12.005619814318994,11.734576604699575,11.734576604699575,11067600
2000-01-13,12.133161544799805,12.212880083201906,11.957780760315181,11.989668175676023,12322000
2000-01-14,12.882522583007812,12.898466299075892,12.452042249169681,12.739029138395102,20438600
2000-01-18,12.244771957397461,12.754970788955688,12.196940816938877,12.754970788955688,17116000
2000-01-19,12.244771957397461,12.547702513635159,11.909953974187374,12.212884530425072,15468400
2000-01-20,12.00959587097168,12.244765521282774,11.734566957895993,12.11721588043608,12249000
2000-01-21,11.6548490524292,11.909948347694408,11.622961640521048,11.862117229832181,12839400
2000-01-24,11.367859840393066,11.798339806298555,11.351916137952124,11.670790186771004,12614800
2000-01-25,11.511361122131348,11.65485454332135,11.399755127872456,11.46352998173468,15631000
2000-01-26,12.02155590057373,12.06938702484657,11.575132074027225,11.670794322572904,15441200
2000-01-27,12.276660919189453,12.340435781107319,12.005617756038516,12.13316747987425,12769400
2000-01-28,11.670797348022461,12.212883563640991,11.670797348022461,12.212883563640991,13517000
2000-01-31,12.356375694274902,12.356375694274902,11.814289534784132,11.862120666503905,16910000
2000-02-01,12.499866485595703,12.499866485595703,12.244767169563136,12.276654584067208,8965200
2000-02-02,12.180990219116211,12.372314672819607,12.085327992264514,12.11721540121508,11717400
2000-02-03,11.846175193786621,12.260711607028144,11.591075862561068,12.165049357818562,22798000
2000-02-04,11.70268726348877,12.021561575845412,11.559193822928282,11.973730428991917,13400000
2000-02-07,11.559191703796387,11.60702284188106,11.447585714932146,11.559191703796387,10364400
2000-02-08,12.02155590057373,12.053443316755622,11.654850614481958,11.686738030663852,10821800
2000-02-09,11.750515937805176,12.05344647080151,11.750515937805176,12.02155904627558,9294200
2000-02-10,11.447586059570312,11.862122602117427,11.399754920045645,11.750516609893204,11579400
2000-02-11,11.527298927307129,11.89400414906102,11.479467811426186,11.479467811426186,13510400
2000-02-14,11.288142204284668,11.718622203600608,11.240311093249563,11.654847388887136,13426800
2000-02-15,11.638903617858887,11.734565839375536,11.240311028206186,11.240311028206186,13834000
2000-02-16,11.527298927307129,11.862116738473725,11.511355222013481,11.798341917299135,11939600
2000-02-17,11.383809089660645,11.814289265320081,11.304090538612602,11.591077322385559,12256800
2000-02-18,11.160591125488281,11.399746649605886,11.064928915841238,11.367859246390205,14998000
2000-02-22,11.415699005126953,11.702685851624558,10.969275021686235,11.017106162769169,13162800
2000-02-23,11.670797348022461,11.894009319159503,11.335979391316899,11.479472801333568,13732000
2000-02-24,11.431642532348633,11.798347941336106,11.192486830835062,11.702685660730678,11467800
2000-02-25,11.256260871887207,11.686741103531618,11.256260871887207,11.41569799471847,10603800
2000-02-28,11.7186279296875,11.9737273131909,11.367866277370322,11.41569741177721,13760000
2000-02-29,11.73456859588623,11.8461745472058,11.495412985915722,11.718624888554864,11792800
2000-03-01,11.750683784484863,11.911872862461337,11.557256890913097,11.863516139068395,9796600
2000-03-02,11.621736526489258,11.750687833301898,11.508904133028196,11.750687833301898,10613000
2000-03-03,11.605620384216309,11.895760893821716,11.508906881014505,11.799047390619913,12825800
2000-03-06,11.476675033569336,11.847410322575087,11.34772362869777,11.6056264384409,9827800
2000-03-07,11.347716331481934,11.653975721109996,11.283240670507604,11.60561897537925,8911200
2000-03-08,11.250999450683594,11.508902016888376,11.234880540295794,11.347712913010387,8126400
2000-03-09,11.105928421020508,11.347712058633435,11.041452784323727,11.250998603588265,13093600
2000-03-10,11.057574272155762,11.154287749754792,10.912504055757216,11.073693185088933,12134400
2000-03-13,11.13817310333252,11.363837970838533,10.960864993149224,11.057578507794657,10650800
