Date,Close,High,Low,Open,Volume
,NEE,NEE,NEE,NEE,NEE
2000-01-03,2.2426772117614746,2.3038411357186055,2.232483431832489,2.3038411357186055,4096800
2000-01-04,2.2834529876708984,2.2902489787056335,2.22908505939302,2.22908505939302,5487200
2000-01-05,2.358207941055298,2.405779859174569,2.2630641048167557,2.2630641048167557,5488800
2000-01-06,2.358207941055298,2.3819941075120377,2.337819976147039,2.361606142603778,2960000
2000-01-07,2.426168441772461,2.436362634219082,2.351412551409724,2.371800521508652,7999200
2000-01-10,2.405780553817749,2.422770736877468,2.381994795287336,2.3921885732877053,4168000
2000-01-11,2.3785972595214844,2.3989852360316686,2.3684034786636143,2.385393251691546,4122400
2000-01-12,2.4295668601989746,2.4431588414733905,2.3785967230227407,2.3785967230227407,6193600
2000-01-13,2.405780553817749,2.4363627174075115,2.3921885732877053,2.4363627174075115,3674400
2000-01-14,2.3616061210632324,2.412575825471874,2.3446159430642157,2.3989838489903423,4070400
2000-01-18,2.3038411140441895,2.348015266105955,2.2834531395836213,2.348015266105955,5408000
2000-01-19,2.358207941055298,2.392187882569063,2.307238236181754,2.307238236181754,3433600
2000-01-20,2.331024169921875,2.3446161475890577,2.293646438734242,2.331024169921875,5560000
2000-01-21,2.3921892642974854,2.402383460036886,2.3208315532994717,2.3446173187006605,4039200
2000-01-24,2.3785972595214844,2.4567513768744123,2.371801267351423,2.4091794316839827,6968800
2000-01-25,2.2970447540283203,2.4023828125717572,2.2766567828387196,2.38879083177869,6890400
2000-01-26,2.3038411140441895,2.3140353086716745,2.263065165123053,2.3106371055310455,4121600
2000-01-27,2.2562687397003174,2.3106366611388793,2.242676759340677,2.2834527004195984,3752800
2000-01-28,2.2460756301879883,2.2800555911984386,2.232483645783808,2.2562694110939003,4688000
2000-01-31,2.2936477661132812,2.2936477661132812,2.246075816747319,2.259667802280451,2659200
2000-02-01,2.2460756301879883,2.2834533799022605,2.2460756301879883,2.2732595989963484,2516000
2000-02-02,2.2596664428710938,2.2766562071692715,2.2460744655148592,2.2596664428710938,5120000
2000-02-03,2.331024169921875,2.3480143494029737,2.249472303918777,2.2596664945662845,7605600
2000-02-04,2.2630646228790283,2.331024521463984,2.23248287591295,2.331024521463984,4384800
2000-02-07,2.2664618492126465,2.286849810008589,2.263063648349594,2.263063648349594,4015200
2000-02-08,2.2732603549957275,2.3004443328444384,2.263066155905169,2.283454139291702,3130400
