Date,Close,High,Low,Open,Volume
,MA,MA,MA,MA,MA
2006-05-25,4.173886299133301,4.178423236001067,3.6476137371236654,3.656687610859197,395343000
2006-05-26,4.076796054840088,4.241029103048974,4.002391800178834,4.2011052909535564,103044000
2006-05-30,3.9924135208129883,4.081335501391954,3.888066126521549,4.0804282004676,49898000
2006-05-31,4.077704906463623,4.115814132324889,4.024170270516005,4.024170270516005,30002000
2006-06-01,4.310898780822754,4.364433425682318,4.07407594916727,4.076798284419722,62344000
2006-06-02,4.263716220855713,4.418875937471934,4.245568903290443,4.400728619906664,37253000
2006-06-05,4.459707260131836,4.468781134738844,4.264623282742715,4.269160220046219,37188000
2006-06-06,4.382579326629639,4.5939959352557445,4.33721126950194,4.5350170715903495,49045000
2006-06-07,4.319065093994141,4.3916543505879755,4.241938900696667,4.38530281226932,25013000
2006-06-08,4.329952716827393,4.329952716827393,4.128517679096085,4.319064675526122,34439000
2006-06-09,4.335396766662598,4.4279483587235875,4.326323327192208,4.4279483587235875,13372000
2006-06-12,4.260082721710205,4.37803995062089,4.201103890921991,4.355356151034898,14546000
2006-06-13,4.128518581390381,4.296381365852844,4.110371265034065,4.192033972304412,16716000
2006-06-14,4.0940375328063965,4.123980618984291,4.032336326399856,4.074075186910438,15971000
2006-06-15,4.1693501472473145,4.184775562435482,4.094946272338515,4.119445130304397,16500000
2006-06-16,4.084965229034424,4.173887221018686,4.083150626952973,4.128519140318934,12280000
2006-06-19,4.023260116577148,4.123977779401583,4.001483184291083,4.123977779401583,11509000
2006-06-20,3.9942264556884766,4.083148399156252,3.9443214643474285,4.0595568543042715,23792000
2006-06-21,4.11037015914917,4.1629970595570445,3.9924124182362766,3.994227019583849,18063000
2006-06-22,4.228327751159668,4.260085872869683,4.162997338936351,4.210180438467972,13038000
2006-06-23,4.260082721710205,4.349004617924302,4.252823455870315,4.263711921964407,11612000
2006-06-26,4.309988975524902,4.309988975524902,4.212900917036869,4.260083995778539,8565000
2006-06-27,4.292749404907227,4.3580797949455095,4.2873051696818765,4.309989411009849,9826000
2006-06-28,4.260993003845215,4.300916830576731,4.2192541430505965,4.251011830829313,8756000
2006-06-29,4.355358123779297,4.363524260715818,4.260084651300814,4.260084651300814,14470000
