Date,Close,High,Low,Open,Volume
,AXP,AXP,AXP,AXP,AXP
2000-01-03,32.48731994628906,33.985147230233295,32.22907442170767,33.985147230233295,6471267
2000-01-04,31.260652542114258,32.20324890117712,30.808721559854963,32.08703761411446,10440877
2000-01-05,30.466651916503906,31.682212571509755,30.46665191650391,31.139091107017126,8646293
2000-01-06,31.087356567382812,31.527029712371117,30.104562069141327,30.104562069141327,10990975
2000-01-07,31.539955139160156,31.759790322401756,30.725270540010996,31.190804983119712,6016452
2000-01-10,31.979637145996094,32.39344629164164,31.423582290044745,31.656350948907374,4906318
2000-01-11,32.277069091796875,33.10468756589816,31.811534376406396,31.940849424838976,7158460
2000-01-12,32.10894775390625,32.87190430840152,31.74686415543287,32.26412412025362,5816977
2000-01-13,32.277069091796875,32.74260380718736,31.914988038252037,32.380522753642516,5831029
2000-01-14,33.0012321472168,33.33745179627589,32.626220420342406,32.677945895928616,6290643
2000-01-18,31.358915328979492,32.690859845263226,31.34598193783267,32.690859845263226,5867703
2000-01-19,30.8157958984375,32.01842561689049,30.777001129600485,31.75979562808694,6608706
2000-01-20,31.326595306396484,31.992569116903333,30.69941627063913,31.087361312968817,11311093
2000-01-21,31.38477897644043,31.81151869644366,31.229602617907652,31.656342337910882,6310865
2000-01-24,31.449445724487305,32.690870430537636,31.16495160460472,31.91498032740184,10029933
2000-01-25,32.76847457885742,32.84606416476695,31.371870147985447,31.371870147985447,10150577
2000-01-26,33.05295944213867,33.945234016459366,33.001231262772976,33.10468491633862,13196847
2000-01-27,33.71246337890625,33.98402683682123,33.11761369702755,33.31158759553825,6235462
2000-01-28,32.74259567260742,33.570213941094984,32.63914474162912,33.337445288645874,7210556
2000-01-31,34.087486267089844,34.29439090863232,32.44518253464822,32.483977324010326,7406946
2000-02-01,34.966819763183594,35.07027070014671,33.89350479523815,34.04868120068282,9279676
2000-02-02,33.97108459472656,34.86335610899584,33.854700295192224,34.86335610899584,8956815
2000-02-03,33.69952392578125,34.24264799523761,33.23398939555649,34.03574345900829,7454930
2000-02-04,33.40211486816406,33.85471892305727,33.23400502250369,33.699539771627336,5155147
2000-02-07,33.609004974365234,33.906429749268206,33.29864951082105,33.40210043028078,4470696
2000-02-08,33.72538757324219,34.203852785459986,33.673659410976875,33.82883848744312,5268594
2000-02-09,32.39344787597656,33.699531534144185,32.0701589579107,33.699531534144185,7182109
2000-02-10,31.96670913696289,33.00122938268812,31.785668634994096,32.406379700363,5986290
2000-02-11,31.759807586669922,32.70381037693143,31.43652133152029,32.07016314906001,6520964
2000-02-14,31.86324691772461,32.67793159342447,31.759793306666033,31.759793306666033,5418371
2000-02-15,32.92363357543945,33.02708448981424,31.824454760674232,31.91497498704339,4668114
2000-02-16,31.8309268951416,32.43224188798962,31.47530855263918,32.38051641976767,7616703
2000-02-17,30.60890007019043,32.17361384100327,29.56144912923639,31.914983778656666,14201074
2000-02-18,28.60451316833496,30.608897324292293,28.00966353726812,30.595966633884643,15618645
2000-02-22,28.78555679321289,29.01832547692164,28.47520125343354,28.86314635444914,13781561
2000-02-23,28.578643798828125,29.10883717467095,28.281219038281623,28.75968695689133,10902205
2000-02-24,26.897550582885742,28.669165866778684,26.664781952638037,28.475194713403962,19860733
2000-02-25,25.81130599975586,27.72516994963174,25.656126891194294,27.13032030703295,16576260
2000-02-28,27.4406795501709,28.035529273652948,26.173390538375962,26.173390538375962,16359648
2000-02-29,27.763957977294922,28.17776702941763,27.207903247014606,28.138972261708332,8560951
2000-03-01,28.035505294799805,28.436383468498214,27.350135900268903,28.345863288673016,7788758
2000-03-02,27.63463592529297,28.43638974447525,27.388936694304775,28.345869544672034,8707643
2000-03-03,27.62171745300293,28.63037619131831,27.156182858793155,28.50105847138174,8775163
