serie1,serie2,best_pearson,best_spearman,best_kendall,lag_pearson,lag_spearman,lag_kendall
SI=F.PctChange,ZW=F.PctChange,0.07303011095333613,0.08996292428421843,0.06028206971384887,0,0,0
SI=F.PctChange,ZC=F.PctChange,0.09909490426881666,0.09710663458097146,0.06524810918079647,0,0,0
SI=F.PctChange,ZS=F.PctChange,0.1369439178931109,0.12735170906491025,0.08546220907439858,0,0,0
SI=F.PctChange,^GSPC.PctChange,0.1525222751751366,0.1040616644039229,0.07041125242660745,0,0,0
SI=F.PctChange,^IXIC.PctChange,0.15209184261555544,0.10240321447922274,0.06897831206939375,0,0,0
SI=F.PctChange,^DJI.PctChange,0.13333516481789354,0.08483766825117225,0.057269874629510636,0,0,0
SI=F.PctChange,^RUT.PctChange,0.16198969762124177,0.11207107246275469,0.07611421355157272,0,0,0
SI=F.PctChange,^N225.PctChange,0.08035475767442561,-0.05349225806573967,0.035361726331826084,0,136,136
SI=F.PctChange,^FTSE.PctChange,0.12504575275633512,0.1045830888487327,0.07146006783776862,0,0,0
SI=F.PctChange,^GDAXI.PctChange,0.1137501251215544,0.08340223161272355,0.056672499879761126,0,0,0
SI=F.PctChange,^STOXX50E.PctChange,0.10149975184573642,0.07998097464301257,0.0548358897389909,0,0,0
SI=F.PctChange,^HSI.PctChange,0.14581059106554184,0.1306791128611213,0.0887179392341325,0,0,0
SI=F.PctChange,^BVSP.PctChange,0.14792911478948356,0.13890509342723453,0.09409554304624501,0,0,0
SI=F.PctChange,DX-Y.NYB.PctChange,-0.350888361831089,-0.3780438612987726,0.26055421707495136,0,0,0
SI=F.PctChange,^VIX.PctChange,-0.09987215496901047,-0.07348014885543631,0.049333962239474345,0,0,0
SI=F.PctChange,^DJT.PctChange,0.09187042233219968,0.06414086187844942,0.04295471270377673,0,170,170
SI=F.PctChange,^IRX.PctChange,-0.0627580340919437,-0.06793395782225572,0.046259197830348105,131,0,0
SI=F.PctChange,^FVX.PctChange,-0.11466241478729941,-0.158847200136953,0.10966930736289966,0,0,0
